0.08982303,-0.027035275,-0.079335704,-0.034068257,-0.019462056,0.40477905,-0.4690287,-0.12389048,0.635002,-0.40474942,-0.07751511,0.10548098,3.7209297052154193,G#maj
0.28448996,-0.20087115,-0.085291944,0.01491011,-0.002861869,0.37877506,-0.46706536,-0.10622699,0.48771083,-0.03684088,-0.46766564,0.20093776,1.8604761904761904,G#maj
0.4046563,-0.21082903,-0.27532417,0.29298607,-0.020118129,0.037508897,-0.08771188,-0.29693362,0.63888836,-0.32409558,-0.13706563,-0.021961663,8.421065759637187,G#maj
0.115459956,-0.100872576,-0.15106435,0.02986537,0.19889323,0.065706424,-0.38056934,-0.01406507,0.65219086,-0.54525715,-0.06321338,0.19292605,4.210521541950113,G#maj
0.005761375,-0.21660188,-0.0808631,0.21969944,0.17949373,-0.4528761,0.21964292,-0.0963756,0.44065508,-0.57882345,0.11202401,0.24826369,4.2057142857142855,G#maj
0.43228322,-0.27785608,-0.31666282,0.3646586,0.02894426,-0.0034666306,-0.27236554,0.003458856,0.51454514,-0.3906198,-0.09999537,0.017076157,2.142857142857143,G#maj
0.47080624,-0.37641096,-0.31164238,0.5772485,-0.08741633,-0.28997806,0.10147836,0.044127166,0.1919845,-0.25038412,-0.021521619,-0.048291367,2.1415192743764173,G#maj
-0.085149266,-0.14035845,0.04250127,0.20466283,0.01445245,-0.5549882,0.66621554,-0.28815183,0.09826739,-0.22169082,0.14864326,0.11559591,2.142857142857143,G#maj
0.24423234,-0.29385313,-0.1216065,0.11130893,0.18954857,-0.0021186431,-0.3459979,0.006395654,0.59402657,-0.4065387,-0.26400506,0.2886079,2.142857142857143,G#maj
0.32263362,-0.19120206,-0.2502615,0.22018757,0.06823224,0.045745865,-0.22352886,-0.18290842,0.6742317,-0.43304262,-0.11077108,0.060683444,1.7518367346938775,G#maj
0.29701146,-0.14703465,-0.22351702,0.18594979,0.02629719,0.06484123,-0.099732906,-0.35178706,0.7146214,-0.3725396,-0.12808949,0.033979654,1.7518367346938775,G#maj
0.36495596,-0.26297128,-0.29111543,0.31725305,0.08573096,-0.007861474,-0.3732563,0.13602053,0.48153374,-0.45148388,-0.07459929,0.07579339,1.7518367346938775,G#maj
0.35860053,-0.2598597,-0.2850251,0.31477728,0.0815934,-0.007857395,-0.36110333,0.109101124,0.5042683,-0.45642066,-0.07626563,0.078191124,1.7518367346938775,G#maj
